timestamp,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,timestamp,position_lat_degrees,position_long_degrees
2019-11-01 20:13:08,82.0,227.66,280.79999999999995,6.289,0.0,106.0,504446890.0,-999068803.0,,2019-11-01 20:13:08,42.2822498716414,-83.74097968451679
2019-11-01 20:13:13,83.0,255.44,276.6,4.208,0.0,109.0,504450465.0,-999068946.0,,2019-11-01 20:13:13,42.28254952467978,-83.74099167063832
2019-11-01 20:13:14,0.0,258.79,275.79999999999995,3.35,0.0,110.0,504451056.0,-999068955.0,,2019-11-01 20:13:14,42.282599061727524,-83.74099242500961
2019-11-01 20:13:17,0.0,265.44,273.4,1.9780000000000002,0.0,111.0,504451876.0,-999069025.0,,2019-11-01 20:13:17,42.28266779333353,-83.74099829234183
2019-11-01 20:13:21,0.0,273.33,270.79999999999995,2.426,0.0,108.0,504452673.0,-999069076.0,,2019-11-01 20:13:21,42.28273459710181,-83.74100256711245
2019-11-01 20:13:23,4.0,277.53,270.0,1.7169999999999999,0.0,105.0,504453147.0,-999069065.0,,2019-11-01 20:13:23,42.28277432732284,-83.7410016451031
2019-11-01 20:13:25,4.0,280.52,269.20000000000005,1.278,0.0,101.0,504453509.0,-999069166.0,,2019-11-01 20:13:25,42.28280466981232,-83.7410101108253
2019-11-01 20:13:29,0.0,286.61,267.6,1.3159999999999998,0.0,102.0,504454219.0,-999069097.0,,2019-11-01 20:13:29,42.28286418132484,-83.74100432731211
2019-11-01 20:13:30,7.0,289.98,267.20000000000005,3.3680000000000003,0.0,104.0,504454384.0,-999069165.0,,2019-11-01 20:13:30,42.28287801146507,-83.74101002700627
2019-11-01 20:13:33,73.0,303.3,266.4,5.207000000000001,0.0,101.0,504455067.0,-999070325.0,,2019-11-01 20:13:33,42.282935259863734,-83.74110725708306
2019-11-01 20:13:35,75.0,314.16,266.0,5.542000000000001,0.0,97.0,504455347.0,-999071614.0,,2019-11-01 20:13:35,42.282958729192615,-83.74121529981494
2019-11-01 20:13:37,75.0,326.42,265.6,6.252000000000001,0.0,97.0,504455542.0,-999073159.0,,2019-11-01 20:13:37,42.2829750739038,-83.74134480021894
2019-11-01 20:13:39,75.0,339.07,265.4,6.3260000000000005,0.0,100.0,504455753.0,-999075147.0,,2019-11-01 20:13:39,42.28299275971949,-83.74151143245399
2019-11-01 20:13:41,75.0,351.98,264.79999999999995,6.494,0.0,103.0,504455991.0,-999076842.0,,2019-11-01 20:13:41,42.28301270864904,-83.74165350571275
2019-11-01 20:13:42,13.0,358.85,264.4,6.858,0.0,104.0,504456049.0,-999077736.0,,2019-11-01 20:13:42,42.28301757015288,-83.7417284399271
2019-11-01 20:13:43,84.0,366.01,264.0,7.166,0.0,104.0,504456027.0,-999078638.0,,2019-11-01 20:13:43,42.28301572613418,-83.74180404469371
2019-11-01 20:13:45,77.0,381.15,263.6,7.6979999999999995,0.0,104.0,504456028.0,-999080602.0,,2019-11-01 20:13:45,42.28301580995321,-83.741968665272
2019-11-01 20:13:46,72.0,388.93,263.4,7.782,0.0,103.0,504456099.0,-999081711.0,,2019-11-01 20:13:46,42.283021761104465,-83.74206162057817
2019-11-01 20:13:48,79.0,405.3,262.79999999999995,8.183,0.0,100.0,504456351.0,-999083915.0,,2019-11-01 20:13:48,42.28304288350046,-83.74224635772407
2019-11-01 20:13:49,79.0,413.66,262.4,8.37,0.0,100.0,504456425.0,-999085067.0,,2019-11-01 20:13:49,42.283049086108804,-83.7423429172486
2019-11-01 20:13:51,73.0,430.83,261.20000000000005,8.706,0.0,101.0,504456413.0,-999087389.0,,2019-11-01 20:13:51,42.28304808028042,-83.74253754504025
2019-11-01 20:13:53,72.0,448.26,259.4,8.771,0.0,104.0,504456431.0,-999089897.0,,2019-11-01 20:13:53,42.283049589022994,-83.74274776317179
2019-11-01 20:13:56,66.0,475.03,257.0,8.901,0.0,108.0,504456510.0,-999093824.0,,2019-11-01 20:13:56,42.2830562107265,-83.74307692050934
2019-11-01 20:13:57,66.0,483.66,256.20000000000005,8.631,0.0,109.0,504456552.0,-999095164.0,,2019-11-01 20:13:57,42.28305973112583,-83.74318923801184
2019-11-01 20:14:02,59.0,511.42,253.0,3.508,0.0,110.0,504456460.0,-999100717.0,,2019-11-01 20:14:02,42.283052019774914,-83.74365468509495
2019-11-01 20:14:04,0.0,511.42,252.4,0.0,0.0,109.0,504456391.0,-999101172.0,,2019-11-01 20:14:04,42.283046236261725,-83.74369282275438
2019-11-01 20:14:09,0.0,511.42,251.4,0.0,0.0,104.0,504456391.0,-999101172.0,,2019-11-01 20:14:09,42.283046236261725,-83.74369282275438
2019-11-01 20:14:10,0.0,511.42,251.4,0.0,0.0,103.0,504456391.0,-999101172.0,,2019-11-01 20:14:10,42.283046236261725,-83.74369282275438
2019-11-01 20:14:11,0.0,511.42,251.4,0.0,0.0,100.0,504456391.0,-999101172.0,,2019-11-01 20:14:11,42.283046236261725,-83.74369282275438
2019-11-01 20:14:23,0.0,511.42,251.20000000000005,0.0,0.0,95.0,504456391.0,-999101172.0,,2019-11-01 20:14:23,42.283046236261725,-83.74369282275438
2019-11-01 20:14:25,0.0,511.42,251.20000000000005,0.0,0.0,91.0,504456391.0,-999101172.0,,2019-11-01 20:14:25,42.283046236261725,-83.74369282275438
2019-11-01 20:14:28,0.0,511.42,251.20000000000005,0.0,0.0,88.0,504456391.0,-999101172.0,,2019-11-01 20:14:28,42.283046236261725,-83.74369282275438
2019-11-01 20:14:30,0.0,511.42,251.20000000000005,0.0,0.0,85.0,504456391.0,-999101172.0,,2019-11-01 20:14:30,42.283046236261725,-83.74369282275438
2019-11-01 20:14:33,0.0,511.42,251.20000000000005,0.0,0.0,82.0,504456391.0,-999101172.0,,2019-11-01 20:14:33,42.283046236261725,-83.74369282275438
2019-11-01 20:14:41,0.0,511.42,251.20000000000005,0.0,0.0,79.0,504456391.0,-999101172.0,,2019-11-01 20:14:41,42.283046236261725,-83.74369282275438
2019-11-01 20:14:42,0.0,511.42,251.20000000000005,0.0,0.0,78.0,504456391.0,-999101172.0,,2019-11-01 20:14:42,42.283046236261725,-83.74369282275438
2019-11-01 20:14:46,1.0,516.46,251.20000000000005,4.955,0.0,77.0,504456490.0,-999101561.0,,2019-11-01 20:14:46,42.283054534345865,-83.74372542835772
2019-11-01 20:14:48,66.0,527.57,251.20000000000005,5.682,0.0,75.0,504456911.0,-999102700.0,,2019-11-01 20:14:48,42.28308982215822,-83.74382089823484
2019-11-01 20:14:51,86.0,546.86,251.4,7.007000000000001,0.0,73.0,504457531.0,-999105019.0,,2019-11-01 20:14:51,42.28314178995788,-83.74401527456939
2019-11-01 20:14:53,69.0,561.42,251.6,7.362,0.0,75.0,504457713.0,-999107056.0,,2019-11-01 20:14:53,42.28315704502165,-83.744186013937
2019-11-01 20:14:55,85.0,577.72,251.79999999999995,8.435,0.0,86.0,504457828.0,-999109349.0,,2019-11-01 20:14:55,42.2831666842103,-83.74437821097672
2019-11-01 20:14:56,85.0,586.33,251.79999999999995,8.603,0.0,93.0,504457933.0,-999110527.0,,2019-11-01 20:14:56,42.28317548520863,-83.74447694979608
2019-11-01 20:14:57,81.0,595.13,252.0,8.808,0.0,96.0,504458029.0,-999111688.0,,2019-11-01 20:14:57,42.283183531835675,-83.7445742636919
2019-11-01 20:14:58,77.0,604.11,252.20000000000005,8.985,0.0,97.0,504458089.0,-999112902.0,,2019-11-01 20:14:58,42.28318856097758,-83.7446760199964
2019-11-01 20:15:00,79.0,623.02,252.20000000000005,9.405,0.0,101.0,504458243.0,-999115627.0,,2019-11-01 20:15:00,42.28320146910846,-83.74490442685783
2019-11-01 20:15:03,70.0,651.99,251.79999999999995,9.695,0.0,104.0,504458546.0,-999119907.0,,2019-11-01 20:15:03,42.28322686627507,-83.74526317231357
2019-11-01 20:15:04,70.0,661.6,251.6,9.611,0.0,104.0,504458607.0,-999121326.0,,2019-11-01 20:15:04,42.28323197923601,-83.74538211151958
2019-11-01 20:15:07,69.0,690.71,250.79999999999995,9.993,0.0,107.0,504458735.0,-999125543.0,,2019-11-01 20:15:07,42.283242708072066,-83.74573557637632
2019-11-01 20:15:08,69.0,700.32,250.6,9.62,0.0,107.0,504458817.0,-999126936.0,,2019-11-01 20:15:08,42.28324958123267,-83.7458523362875
2019-11-01 20:15:15,59.0,767.48,251.0,9.068999999999999,0.0,109.0,504459264.0,-999136927.0,,2019-11-01 20:15:15,42.283287048339844,-83.74668977223337
2019-11-01 20:15:17,59.0,780.51,251.6,5.468,0.0,111.0,504459400.0,-999139468.0,,2019-11-01 20:15:17,42.28329844772816,-83.74690275639296
2019-11-01 20:15:20,0.0,791.6,252.4,3.1630000000000003,0.0,111.0,504459564.0,-999141688.0,,2019-11-01 20:15:20,42.28331219404936,-83.74708883464336
2019-11-01 20:15:23,59.0,806.66,253.4,5.72,0.0,110.0,504459589.0,-999143323.0,,2019-11-01 20:15:23,42.28331428952515,-83.74722587876022
2019-11-01 20:15:25,74.0,819.26,254.0,6.625,0.0,107.0,504459627.0,-999144930.0,,2019-11-01 20:15:25,42.283317474648356,-83.74736057594419
2019-11-01 20:15:28,81.0,839.88,254.79999999999995,6.979,0.0,103.0,504459770.0,-999147759.0,,2019-11-01 20:15:28,42.28332946076989,-83.74759769998491
2019-11-01 20:15:30,82.0,854.22,254.79999999999995,7.166,0.0,106.0,504459835.0,-999149699.0,,2019-11-01 20:15:30,42.28333490900695,-83.74776030890644
2019-11-01 20:15:32,38.0,868.68,255.0,7.231,0.0,109.0,504459847.0,-999151593.0,,2019-11-01 20:15:32,42.283335914835334,-83.7479190621525
2019-11-01 20:15:34,72.0,883.98,254.79999999999995,7.847,0.0,112.0,504459794.0,-999153798.0,,2019-11-01 20:15:34,42.28333147242665,-83.74810388311744
2019-11-01 20:15:37,72.0,904.25,254.79999999999995,6.167999999999999,0.0,114.0,504460032.0,-999157111.0,,2019-11-01 20:15:37,42.2833514213562,-83.74838157556951
2019-11-01 20:15:41,12.0,925.58,254.6,5.513999999999999,0.0,116.0,504460271.0,-999160119.0,,2019-11-01 20:15:41,42.28337145410478,-83.74863370321691
2019-11-01 20:15:42,12.0,931.32,254.6,5.7379999999999995,0.0,116.0,504460250.0,-999160819.0,,2019-11-01 20:15:42,42.283369693905115,-83.74869237653911
2019-11-01 20:15:44,71.0,943.58,254.4,6.2139999999999995,0.0,117.0,504460408.0,-999162384.0,,2019-11-01 20:15:44,42.283382937312126,-83.74882355332375
2019-11-01 20:15:45,71.0,950.3,254.20000000000005,6.718,0.0,117.0,504460426.0,-999163297.0,,2019-11-01 20:15:45,42.2833844460547,-83.7489000800997
2019-11-01 20:15:48,80.0,972.88,253.79999999999995,8.107999999999999,0.0,117.0,504460405.0,-999166364.0,,2019-11-01 20:15:48,42.28338268585503,-83.74915715306997
2019-11-01 20:15:49,89.0,981.24,253.79999999999995,8.351,0.0,116.0,504460435.0,-999167447.0,,2019-11-01 20:15:49,42.28338520042598,-83.74924792908132
2019-11-01 20:15:50,89.0,989.79,253.6,8.547,0.0,114.0,504460435.0,-999168600.0,,2019-11-01 20:15:50,42.28338520042598,-83.74934457242489
2019-11-01 20:15:52,74.0,1007.41,253.20000000000005,8.818,0.0,113.0,504460465.0,-999171146.0,,2019-11-01 20:15:52,42.283387714996934,-83.74955797567964
2019-11-01 20:15:55,80.0,1038.07,252.0,10.889000000000001,0.0,110.0,504460639.0,-999175236.0,,2019-11-01 20:15:55,42.28340229950845,-83.74990079551935
2019-11-01 20:15:57,46.0,1060.35,251.20000000000005,11.029000000000002,0.0,111.0,504460717.0,-999178435.0,,2019-11-01 20:15:57,42.283408837392926,-83.75016893260181
2019-11-01 20:16:01,70.0,1094.9,250.0,5.962000000000001,0.0,115.0,504460792.0,-999184685.0,,2019-11-01 20:16:01,42.283415123820305,-83.75069280155003
2019-11-01 20:16:02,70.0,1099.84,249.6,4.945,0.0,115.0,504460801.0,-999185723.0,,2019-11-01 20:16:02,42.28341587819159,-83.75077980570495
2019-11-01 20:16:04,0.0,1099.84,249.0,0.0,0.0,116.0,504460968.0,-999186532.0,,2019-11-01 20:16:04,42.28342987596989,-83.75084761530161
2019-11-01 20:16:07,8.0,1100.72,248.4,0.439,0.0,116.0,504460982.0,-999186568.0,,2019-11-01 20:16:07,42.28343104943633,-83.75085063278675
2019-11-01 20:16:13,0.0,1103.05,248.6,0.7090000000000001,0.0,112.0,504460982.0,-999186568.0,,2019-11-01 20:16:13,42.28343104943633,-83.75085063278675
2019-11-01 20:16:14,7.0,1103.05,248.6,0.0,0.0,112.0,504460982.0,-999186568.0,,2019-11-01 20:16:14,42.28343104943633,-83.75085063278675
2019-11-01 20:16:18,7.0,1103.05,248.6,0.0,0.0,109.0,504460982.0,-999186568.0,,2019-11-01 20:16:18,42.28343104943633,-83.75085063278675
2019-11-01 20:16:21,0.0,1103.05,248.6,0.0,0.0,103.0,504460982.0,-999186568.0,,2019-11-01 20:16:21,42.28343104943633,-83.75085063278675
2019-11-01 20:16:31,0.0,1103.05,248.6,0.0,0.0,100.0,504460982.0,-999186568.0,,2019-11-01 20:16:31,42.28343104943633,-83.75085063278675
2019-11-01 20:16:33,0.0,1103.05,248.6,0.0,0.0,96.0,504460982.0,-999186568.0,,2019-11-01 20:16:33,42.28343104943633,-83.75085063278675
2019-11-01 20:16:34,0.0,1103.05,248.6,0.0,0.0,93.0,504460982.0,-999186568.0,,2019-11-01 20:16:34,42.28343104943633,-83.75085063278675
2019-11-01 20:16:36,0.0,1103.05,248.6,0.0,0.0,89.0,504460982.0,-999186568.0,,2019-11-01 20:16:36,42.28343104943633,-83.75085063278675
2019-11-01 20:16:38,0.0,1105.22,248.6,2.081,0.0,88.0,504460982.0,-999186568.0,,2019-11-01 20:16:38,42.28343104943633,-83.75085063278675
2019-11-01 20:16:42,46.0,1125.48,248.6,6.392,0.0,86.0,504460998.0,-999187938.0,,2019-11-01 20:16:42,42.28343239054084,-83.7509654648602
2019-11-01 20:16:46,92.0,1157.59,248.6,8.416,0.0,96.0,504461296.0,-999192189.0,,2019-11-01 20:16:46,42.28345736861229,-83.75132177956402
2019-11-01 20:16:47,92.0,1166.05,248.4,8.454,0.0,101.0,504461546.0,-999193404.0,,2019-11-01 20:16:47,42.28347832337022,-83.75142361968756
2019-11-01 20:16:48,79.0,1174.66,248.4,8.612,0.0,105.0,504461895.0,-999194576.0,,2019-11-01 20:16:48,42.28350757621229,-83.75152185559273
2019-11-01 20:16:49,79.0,1183.42,248.4,8.771,0.0,108.0,504462287.0,-999195777.0,,2019-11-01 20:16:49,42.28354043327272,-83.75162252224982
2019-11-01 20:16:50,83.0,1192.28,248.4,8.855,0.0,109.0,504462746.0,-999196968.0,,2019-11-01 20:16:50,42.28357890620828,-83.75172235071659
2019-11-01 20:16:52,85.0,1210.67,248.4,9.265,0.0,113.0,504463621.0,-999199300.0,,2019-11-01 20:16:52,42.28365224786103,-83.75191781669855
2019-11-01 20:16:55,73.0,1237.06,248.4,8.855,0.0,116.0,504464916.0,-999202702.0,,2019-11-01 20:16:55,42.2837607935071,-83.75220296904445
2019-11-01 20:16:57,73.0,1254.83,248.20000000000005,8.892000000000001,0.0,117.0,504465876.0,-999204978.0,,2019-11-01 20:16:57,42.283841259777546,-83.75239374116063
2019-11-01 20:17:01,73.0,1289.71,247.0,8.416,0.0,120.0,504467802.0,-999209464.0,,2019-11-01 20:17:01,42.28400269523263,-83.7527697533369
2019-11-01 20:17:02,73.0,1297.92,246.6,8.202,0.0,120.0,504468356.0,-999210780.0,,2019-11-01 20:17:02,42.2840491309762,-83.75288005918264
2019-11-01 20:17:08,67.0,1342.36,245.0,6.97,0.0,122.0,504470552.0,-999216723.0,,2019-11-01 20:17:08,42.28423319756985,-83.75337819568813
2019-11-01 20:17:14,66.0,1380.83,246.4,6.093,0.0,125.0,504472280.0,-999221276.0,,2019-11-01 20:17:14,42.28437803685665,-83.75375982373953
2019-11-01 20:17:19,63.0,1411.87,249.4,6.4479999999999995,0.0,128.0,504473850.0,-999225101.0,,2019-11-01 20:17:19,42.284509632736444,-83.75408043153584
2019-11-01 20:17:20,63.0,1418.18,249.79999999999995,6.317,0.0,129.0,504474116.0,-999225917.0,,2019-11-01 20:17:20,42.28453192859888,-83.75414882786572
2019-11-01 20:17:24,66.0,1443.41,252.0,6.336,0.0,132.0,504475178.0,-999229067.0,,2019-11-01 20:17:24,42.28462094441056,-83.75441285781562
2019-11-01 20:17:26,68.0,1456.44,253.0,6.699,0.0,135.0,504475704.0,-999230553.0,,2019-11-01 20:17:26,42.284665033221245,-83.75453741289675
2019-11-01 20:17:29,74.0,1473.93,254.4,5.664,0.0,137.0,504476556.0,-999232752.0,,2019-11-01 20:17:29,42.284736447036266,-83.7547217309475
2019-11-01 20:17:32,71.0,1490.98,256.20000000000005,5.729,0.0,141.0,504477368.0,-999234913.0,,2019-11-01 20:17:32,42.28480450809002,-83.75490286387503
2019-11-01 20:17:34,73.0,1502.46,257.20000000000005,5.776,0.0,142.0,504477988.0,-999236361.0,,2019-11-01 20:17:34,42.28485647588968,-83.75502423383296
2019-11-01 20:17:35,73.0,1508.43,257.4,5.962000000000001,0.0,142.0,504478278.0,-999237135.0,,2019-11-01 20:17:35,42.28488078340888,-83.7550891097635
2019-11-01 20:17:44,77.0,1562.36,255.6,6.028,0.0,142.0,504480676.0,-999244078.0,,2019-11-01 20:17:44,42.285081781446934,-83.7556710653007
2019-11-01 20:17:52,78.0,1610.65,254.20000000000005,6.046,0.0,139.0,504483007.0,-999250356.0,,2019-11-01 20:17:52,42.28527716360986,-83.75619728118181
2019-11-01 20:17:53,78.0,1616.63,254.0,5.981,0.0,139.0,504483290.0,-999251098.0,,2019-11-01 20:17:53,42.28530088439584,-83.75625947490335
2019-11-01 20:18:02,77.0,1670.33,254.0,5.897,0.0,139.0,504485996.0,-999258026.0,,2019-11-01 20:18:02,42.28552769869566,-83.75684017315507
2019-11-01 20:18:05,75.0,1687.92,253.79999999999995,5.72,0.0,139.0,504486795.0,-999260369.0,,2019-11-01 20:18:05,42.285594670102,-83.75703656114638
2019-11-01 20:18:09,74.0,1711.15,253.79999999999995,5.766,0.0,139.0,504488033.0,-999263355.0,,2019-11-01 20:18:09,42.285698438063264,-83.75728684477508
2019-11-01 20:18:15,73.0,1745.65,253.6,5.617000000000001,0.0,140.0,504489527.0,-999267809.0,,2019-11-01 20:18:15,42.28582366369665,-83.75766017474234
2019-11-01 20:18:19,82.0,1767.48,253.6,5.356,0.0,141.0,504490635.0,-999270667.0,,2019-11-01 20:18:19,42.28591653518379,-83.75789972953498
2019-11-01 20:18:21,81.0,1778.28,253.6,5.505,0.0,140.0,504491300.0,-999271974.0,,2019-11-01 20:18:21,42.28597227483988,-83.75800928100944
2019-11-01 20:18:28,66.0,1809.01,252.79999999999995,2.6689999999999996,0.0,138.0,504493001.0,-999276196.0,,2019-11-01 20:18:28,42.286114851012826,-83.75836316496134
2019-11-01 20:18:29,66.0,1811.68,252.6,2.6689999999999996,0.0,138.0,504493077.0,-999276431.0,,2019-11-01 20:18:29,42.286121221259236,-83.75838286243379
2019-11-01 20:18:31,0.0,1811.68,252.20000000000005,0.0,0.0,137.0,504493081.0,-999276526.0,,2019-11-01 20:18:31,42.28612155653536,-83.7583908252418
2019-11-01 20:18:34,0.0,1811.68,252.0,0.0,0.0,134.0,504493081.0,-999276526.0,,2019-11-01 20:18:34,42.28612155653536,-83.7583908252418
2019-11-01 20:18:39,0.0,1811.68,251.79999999999995,0.0,0.0,131.0,504493081.0,-999276526.0,,2019-11-01 20:18:39,42.28612155653536,-83.7583908252418
2019-11-01 20:18:42,0.0,1811.68,251.79999999999995,0.0,0.0,128.0,504493081.0,-999276526.0,,2019-11-01 20:18:42,42.28612155653536,-83.7583908252418
2019-11-01 20:18:44,0.0,1811.68,251.79999999999995,0.0,0.0,125.0,504493081.0,-999276526.0,,2019-11-01 20:18:44,42.28612155653536,-83.7583908252418
2019-11-01 20:18:47,0.0,1811.68,251.79999999999995,0.0,0.0,122.0,504493081.0,-999276526.0,,2019-11-01 20:18:47,42.28612155653536,-83.7583908252418
2019-11-01 20:18:52,0.0,1811.68,251.79999999999995,0.0,0.0,118.0,504493097.0,-999276555.0,,2019-11-01 20:18:52,42.28612289763987,-83.75839325599372
2019-11-01 20:18:55,48.0,1819.62,251.79999999999995,3.966,0.0,119.0,504493492.0,-999277577.0,,2019-11-01 20:18:55,42.2861560061574,-83.75847891904414
2019-11-01 20:18:57,81.0,1829.04,251.79999999999995,4.6930000000000005,0.0,113.0,504493964.0,-999278552.0,,2019-11-01 20:18:57,42.28619556874037,-83.75856064260006
2019-11-01 20:19:00,77.0,1844.91,251.79999999999995,5.5329999999999995,0.0,116.0,504494843.0,-999280545.0,,2019-11-01 20:19:00,42.286269245669246,-83.75872769393027
2019-11-01 20:19:01,84.0,1850.76,251.79999999999995,5.85,0.0,119.0,504495105.0,-999281253.0,,2019-11-01 20:19:01,42.286291206255555,-83.75878703780472
2019-11-01 20:19:03,92.0,1862.79,251.79999999999995,6.056,0.0,122.0,504495627.0,-999282659.0,,2019-11-01 20:19:03,42.28633495979011,-83.75890488736331
2019-11-01 20:19:05,81.0,1875.77,252.0,6.774,0.0,125.0,504496188.0,-999284170.0,,2019-11-01 20:19:05,42.2863819822669,-83.75903153792024
2019-11-01 20:19:10,88.0,1920.05,252.4,9.685,0.0,127.0,504497961.0,-999289313.0,,2019-11-01 20:19:10,42.286530593410134,-83.75946261920035
2019-11-01 20:19:14,83.0,1959.52,251.6,9.769,0.0,127.0,504499965.0,-999294443.0,,2019-11-01 20:19:14,42.28669856674969,-83.75989261083305
2019-11-01 20:19:21,75.0,2022.78,250.6,8.043,0.0,129.0,504503245.0,-999303114.0,,2019-11-01 20:19:21,42.28697349317372,-83.76061940565705
2019-11-01 20:19:24,67.0,2045.79,251.0,7.343,0.0,130.0,504504359.0,-999306198.0,,2019-11-01 20:19:24,42.28706686757505,-83.76087790355086
2019-11-01 20:19:25,62.0,2052.89,251.20000000000005,7.11,0.0,130.0,504504670.0,-999307135.0,,2019-11-01 20:19:25,42.28709293529391,-83.76095644198358
2019-11-01 20:19:28,58.0,2073.96,252.20000000000005,6.989,0.0,133.0,504505605.0,-999309859.0,,2019-11-01 20:19:28,42.28717130608857,-83.76118476502597
2019-11-01 20:19:31,59.0,2095.02,253.6,7.202999999999999,0.0,136.0,504506553.0,-999312380.0,,2019-11-01 20:19:31,42.28725076653063,-83.76139607280493
2019-11-01 20:19:34,63.0,2117.83,255.0,7.343,0.0,138.0,504507587.0,-999315148.0,,2019-11-01 20:19:34,42.28733743540943,-83.76162808388472
2019-11-01 20:19:36,35.0,2132.29,255.79999999999995,7.269,0.0,140.0,504508222.0,-999317031.0,,2019-11-01 20:19:36,42.287390660494566,-83.76178591512144
