"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","jupyter-brooksch",,,,"User:","jovyan"
"Cmdline:","dstat -T --cpu --output datasets/si330_dstat.csv",,,,"Date:","12 Oct 2020 20:54:56 UTC"
"epoch","total cpu usage",,,,
1602536192.763,0.313,0.125,99.124,0.438,0
1602536193.763,0.063,0,99.937,0,0
1602536194.763,0.250,0.125,99.625,0,0
1602536195.763,0.188,0,99.687,0.125,0
1602536196.763,0.250,0,99.750,0,0
1602536197.763,0.688,0.375,98.938,0,0
1602536198.763,0.125,0,99.875,0,0
1602536199.763,0.125,0.063,99.812,0,0
1602536200.763,0.125,0.063,99.812,0,0
1602536201.763,0.188,0.125,99.687,0,0
1602536202.763,0.125,0.063,99.812,0,0
1602536203.763,0.125,0,99.875,0,0
1602536204.763,0.188,0.063,99.750,0,0
1602536205.763,0.188,0.063,99.750,0,0
1602536206.763,0.188,0.125,99.625,0.063,0
1602536207.763,0.313,0.313,99.374,0,0
1602536208.763,0.250,0.062,99.688,0,0
1602536209.763,0.125,0,99.875,0,0
1602536210.763,0.188,0,99.812,0,0
1602536211.763,0.125,0.063,99.812,0,0
1602536212.763,0.188,0.063,99.750,0,0
1602536213.763,0.188,0.063,99.750,0,0
1602536214.763,0.437,0.062,99.501,0,0
1602536215.763,0.125,0.063,99.812,0,0
1602536216.763,0.250,0.062,99.625,0.062,0
1602536217.763,0.376,0.250,99.374,0,0
1602536218.763,0.125,0,99.875,0,0
1602536219.763,0.125,0.125,99.749,0,0
1602536220.763,0.250,0,99.750,0,0
1602536221.763,0.063,0.063,99.875,0,0
1602536222.763,0.125,0.125,99.750,0,0
1602536223.763,0.125,0.063,99.812,0,0
1602536224.763,0.188,0.063,99.750,0,0
1602536225.763,0.187,0.187,99.625,0,0
1602536226.763,0.188,0.063,99.687,0.063,0
1602536227.763,0.313,0.251,99.436,0,0
1602536228.763,0.063,0.063,99.875,0,0
1602536229.763,0.188,0.063,99.750,0,0
1602536230.763,0.063,0.125,99.812,0,0
1602536231.763,0.125,0,99.875,0,0
1602536232.763,0.188,0.063,99.750,0,0
1602536233.763,0.125,0.063,99.812,0,0
1602536234.763,0.125,0.125,99.750,0,0
1602536235.763,0.125,0.125,99.750,0,0
1602536236.763,0.125,0.063,99.750,0.063,0
1602536237.763,0.312,0.686,99.002,0,0
1602536238.763,0.250,0,99.750,0,0
1602536239.763,0.063,0.063,99.812,0,0.063
1602536240.763,0.125,0.063,99.812,0,0
1602536241.763,0.188,0,99.812,0,0
1602536242.763,0.500,0.125,99.375,0,0
1602536243.763,0.063,0.125,99.812,0,0
1602536244.763,0.125,0,99.875,0,0
1602536245.763,0.188,0.063,99.750,0,0
1602536246.763,0.188,0,99.750,0.063,0
1602536247.763,0.873,0.561,98.565,0,0
1602536248.763,0.188,0,99.812,0,0
1602536249.763,0.188,0.125,99.688,0,0
1602536250.763,0.188,0.125,99.687,0,0
1602536251.763,0.063,0.125,99.812,0,0
1602536252.763,0.125,0.188,99.687,0,0
1602536253.763,0.188,0,99.812,0,0
1602536254.763,0.125,0.063,99.812,0,0
1602536255.763,0.125,0,99.875,0,0
1602536256.763,0.313,0,99.625,0.063,0
1602536257.763,0.438,0.313,99.249,0,0
1602536258.763,0.125,0,99.875,0,0
1602536259.763,0.125,0,99.875,0,0
1602536260.763,0.125,0.063,99.812,0,0
1602536261.763,0.063,0.063,99.875,0,0
1602536262.763,0.188,0.063,99.750,0,0
1602536263.763,0.125,0.125,99.750,0,0
1602536264.763,0.063,0.125,99.812,0,0
1602536265.763,0.439,0.125,99.436,0,0
1602536266.763,0.376,0,98.935,0.689,0
1602536267.763,0.375,0.250,99.374,0,0
1602536268.763,0.188,0.063,99.750,0,0
1602536269.763,0.063,0.063,99.875,0,0
1602536270.763,0.188,0.063,99.750,0,0
1602536271.763,0.188,0,99.812,0,0
1602536272.763,0.063,0.188,99.750,0,0
1602536273.763,0.188,0.063,99.750,0,0
1602536274.763,0.376,0.063,99.561,0,0
1602536275.763,0.063,0.125,99.812,0,0
1602536276.763,0.188,0,99.750,0.063,0
1602536277.763,0.251,0.313,99.436,0,0
1602536278.763,0.125,0.063,99.812,0,0
1602536279.763,0.188,0.125,99.687,0,0
1602536280.763,0.063,0.063,99.875,0,0
1602536281.763,0.188,0.063,99.750,0,0
1602536282.763,0.188,0,99.812,0,0
1602536283.763,2.190,0.125,97.685,0,0
1602536284.763,0.063,0.125,99.812,0,0
1602536285.763,0.125,0,99.875,0,0
1602536286.763,0.125,0.125,99.750,0,0
1602536287.763,0.439,0.251,99.310,0,0
1602536288.763,0.125,0,99.875,0,0
1602536289.763,0.125,0,99.875,0,0
1602536290.763,0.250,0.062,99.688,0,0
1602536291.763,0.125,0.063,99.812,0,0
1602536292.763,0.125,0,99.875,0,0
1602536293.763,0.188,0.125,99.688,0,0
1602536294.763,0.188,0.063,99.750,0,0
1602536295.763,0.250,0.062,99.688,0,0
1602536296.763,0.125,0.063,99.750,0.063,0
1602536297.763,0.313,0.313,99.373,0,0
1602536298.763,0.188,0.188,99.625,0,0
1602536299.763,0.125,0.063,99.812,0,0
1602536300.763,0.125,0.063,99.812,0,0
1602536301.763,0.313,0.063,99.625,0,0
1602536302.763,0.250,0.125,99.625,0,0
1602536303.763,0.125,0,99.875,0,0
1602536304.763,0.125,0.063,99.812,0,0
1602536305.763,0.125,0.063,99.812,0,0
1602536306.763,0.125,0,99.750,0.125,0
1602536307.763,0.563,0.751,98.686,0,0
1602536308.763,0.125,0,99.875,0,0
1602536309.763,0.125,0.063,99.812,0,0
1602536310.763,0.313,0.125,99.562,0,0
1602536311.763,0.063,0.063,99.875,0,0
1602536312.763,0.125,0.188,99.687,0,0
1602536313.763,0.250,0.063,99.186,0.501,0
1602536314.763,0.125,0.063,99.812,0,0
1602536315.763,0.250,0.063,99.687,0,0
1602536316.763,0.188,0.062,99.688,0.062,0
1602536317.763,0.375,0.375,99.249,0,0
1602536318.763,0.063,0,99.937,0,0
1602536319.763,0.125,0.063,99.812,0,0
1602536320.763,0.125,0.188,99.687,0,0
1602536321.763,0.313,0,99.687,0,0
1602536322.763,0.188,0.125,99.687,0,0
1602536323.763,0.063,0.063,99.875,0,0
1602536324.763,0.250,0.063,99.687,0,0
1602536325.763,0.562,0.125,99.313,0,0
1602536326.763,0.188,0.062,99.688,0.062,0
1602536327.763,0.313,0.375,99.312,0,0
1602536328.763,0.063,0.063,99.875,0,0
1602536329.763,0.562,0.062,99.376,0,0
1602536330.763,0.125,0,99.875,0,0
1602536331.763,0.125,0.063,99.812,0,0
1602536332.763,0.125,0.125,99.750,0,0
1602536333.763,0.188,0.063,99.750,0,0
1602536334.763,0.125,0,99.875,0,0
1602536335.763,0.125,0.063,99.812,0,0
1602536336.763,0.125,0,99.812,0.063,0
1602536337.763,0.562,0.375,99.063,0,0
1602536338.763,0.125,0.125,99.750,0,0
1602536339.763,0.125,0.063,99.812,0,0
1602536340.763,0.250,0,99.687,0.063,0
1602536341.763,0.063,0,99.937,0,0
1602536342.763,0.250,0,99.750,0,0
1602536343.763,0.125,0.125,99.750,0,0
1602536344.763,0.125,0,99.875,0,0
1602536345.763,0.188,0.063,99.750,0,0
1602536346.763,0.063,0.188,99.750,0,0
1602536347.763,0.313,0.251,99.436,0,0
1602536348.763,0.125,0.063,99.812,0,0
1602536349.763,0.125,0.063,99.812,0,0
1602536350.763,0.063,0.125,99.812,0,0
1602536351.763,0.125,0,99.875,0,0
1602536352.763,0.188,0.125,99.687,0,0
1602536353.763,0.313,0,99.687,0,0
1602536354.763,0.188,0.125,99.687,0,0
1602536355.763,0.250,0,99.750,0,0
1602536356.763,0.063,0.063,99.812,0.063,0
1602536357.763,0.438,0.313,99.249,0,0
1602536358.763,0.063,0.063,99.875,0,0
1602536359.763,0.125,0.125,99.750,0,0
1602536360.763,0.125,0.063,99.812,0,0
1602536361.763,0.188,0,99.812,0,0
1602536362.763,0.188,0.188,99.625,0,0
1602536363.763,0.063,0.063,99.875,0,0
1602536364.763,0.188,0,99.812,0,0
1602536365.763,0.125,0,99.875,0,0
1602536366.763,0.062,0.125,99.812,0,0
1602536367.763,0.628,0.251,99.058,0.063,0
1602536368.763,0.125,0.063,99.812,0,0
1602536369.763,0.375,0.063,99.562,0,0
1602536370.763,0.125,0.125,99.750,0,0
1602536371.763,0.125,0,99.875,0,0
1602536372.763,0.125,0.063,99.812,0,0
1602536373.763,0.250,0.063,99.687,0,0
1602536374.763,0.062,0.125,99.812,0,0
1602536375.763,0.250,0,99.750,0,0
1602536376.763,0.125,0.063,99.812,0,0
1602536377.763,0.438,0.375,99.124,0.063,0
1602536378.763,0.188,0,99.812,0,0
1602536379.763,0.125,0.063,99.812,0,0
1602536380.763,0.250,0.125,99.625,0,0
1602536381.763,0.125,0,99.875,0,0
1602536382.763,0.187,0.187,99.625,0,0
1602536383.763,0.188,0.063,99.750,0,0
1602536384.763,0.188,0.063,99.750,0,0
1602536385.763,0.188,0,99.812,0,0
1602536386.763,0.250,0.188,99.312,0.250,0
1602536387.763,0.502,0.251,99.184,0.063,0
1602536388.763,0.063,0.063,99.875,0,0
1602536389.763,0.125,0.062,99.750,0,0.062
1602536390.763,0.250,0.063,99.687,0,0
1602536391.763,0.125,0.125,99.750,0,0
1602536392.763,0.125,0.063,99.812,0,0
1602536393.763,0.125,0.063,99.812,0,0
1602536394.763,0.499,0.062,99.438,0,0
1602536395.763,0.188,0,99.812,0,0
1602536396.763,0.125,0.063,99.812,0,0
1602536397.763,0.501,0.313,99.124,0.063,0
1602536398.763,0.063,0.125,99.812,0,0
1602536399.763,0.125,0.063,99.812,0,0
1602536400.763,0.063,0.063,99.875,0,0
1602536401.763,0.188,0.063,99.750,0,0
1602536402.763,0.125,0.125,99.750,0,0
1602536403.763,0.499,0.062,99.438,0,0
1602536404.763,0.188,0.062,99.750,0,0
1602536405.763,0.125,0,99.875,0,0
1602536406.763,0.125,0.063,99.812,0,0
1602536407.763,0.376,0.376,99.185,0.063,0
1602536408.763,0.125,0.063,99.812,0,0
1602536409.763,0.125,0.063,99.812,0,0
1602536410.763,0.125,0,99.875,0,0
1602536411.763,0.188,0.063,99.750,0,0
1602536412.763,0.313,0.188,99.499,0,0
1602536413.763,0.188,0,99.812,0,0
1602536414.763,0.250,0.063,99.687,0,0
1602536415.763,0.188,0,99.812,0,0
1602536416.763,0.063,0.125,99.812,0,0
1602536417.763,0.376,0.376,99.123,0.125,0
1602536418.763,0.125,0.063,99.812,0,0
1602536419.763,0.125,0,99.875,0,0
1602536420.763,0.125,0.125,99.750,0,0
1602536421.763,0.188,0.063,99.750,0,0
1602536422.763,0.250,0.125,99.625,0,0
1602536423.763,0.063,0.063,99.875,0,0
1602536424.763,0.125,0,99.875,0,0
1602536425.763,0.063,0.063,99.875,0,0
1602536426.763,0.125,0.125,99.750,0,0
1602536427.763,0.564,0.439,98.934,0.063,0
1602536428.763,0.125,0.063,99.812,0,0
1602536429.763,0.125,0,99.875,0,0
1602536430.763,0.188,0.063,99.750,0,0
1602536431.763,0.125,0.063,99.812,0,0
1602536432.763,0.125,0.188,99.687,0,0
1602536433.763,0.312,0.125,98.812,0.750,0
1602536434.763,0.125,0.063,99.812,0,0
1602536435.763,0.125,0.188,99.687,0,0
1602536436.763,0.125,0.063,99.812,0,0
1602536437.763,0.502,0.376,99.060,0.063,0
1602536438.763,0.125,0.063,99.812,0,0
1602536439.763,0.125,0,99.875,0,0
1602536440.763,0.125,0.125,99.750,0,0
1602536441.763,0.188,0.063,99.750,0,0
1602536442.763,0.188,0.063,99.750,0,0
1602536443.763,0.063,0,99.937,0,0
1602536444.763,0.188,0.125,99.687,0,0
1602536445.763,0.188,0.125,99.687,0,0
1602536446.763,0.125,0.063,99.812,0,0
1602536447.763,0.251,0.251,99.436,0.063,0
1602536448.763,0.125,0.063,99.812,0,0
1602536449.763,0.188,0,99.812,0,0
1602536450.763,0.188,0.188,99.625,0,0
1602536451.763,0.125,0.063,99.812,0,0
1602536452.763,0.188,0.063,99.750,0,0
1602536453.763,0.250,0,99.750,0,0
1602536454.763,0.188,0.125,99.688,0,0
1602536455.763,0.188,0,99.812,0,0
1602536456.763,0.063,0,99.937,0,0
1602536457.763,0.376,0.313,99.248,0.063,0
1602536458.763,0.188,0,99.812,0,0
1602536459.763,0.250,0.125,99.625,0,0
1602536460.763,0.063,0,99.937,0,0
1602536461.763,0.250,0.250,99.500,0,0
1602536462.763,0.188,0.125,99.688,0,0
1602536463.763,0.500,0,99.500,0,0
1602536464.763,0.125,0,99.875,0,0
1602536465.763,0.063,0.125,99.812,0,0
1602536466.763,0.188,0,99.812,0,0
1602536467.763,0.376,0.188,99.373,0.063,0
1602536468.763,0.125,0,99.875,0,0
1602536469.763,0.188,0,99.812,0,0
1602536470.763,0.250,0.125,99.625,0,0
1602536471.763,0.250,0,99.750,0,0
1602536472.763,0.125,0.125,99.750,0,0
1602536473.763,0.125,0.063,99.812,0,0
1602536474.763,0.125,0.125,99.750,0,0
1602536475.763,0.188,0.063,99.750,0,0
1602536476.763,0.125,0.125,99.750,0,0
1602536477.763,0.438,0.375,99.124,0.063,0
1602536478.763,0.125,0.063,99.812,0,0
1602536479.763,0.063,0.125,99.812,0,0
1602536480.763,0.125,0,99.875,0,0
1602536481.763,0.188,0.125,99.688,0,0
1602536482.763,1.059,0.125,98.816,0,0
1602536483.763,0.063,0.063,99.875,0,0
1602536484.763,0.125,0.063,99.812,0,0
1602536485.763,0.125,0,99.875,0,0
1602536486.763,0.125,0.125,99.750,0,0
1602536487.763,0.314,0.502,99.184,0,0
1602536488.763,0.250,0,99.750,0,0
1602536489.763,0.125,0,99.812,0,0.063
1602536490.763,0.125,0.063,99.812,0,0
1602536491.763,0.313,0.063,99.625,0,0
1602536492.763,0.188,0.188,99.625,0,0
1602536493.763,0.125,0.125,99.750,0,0
1602536494.763,0.125,0.063,99.812,0,0
1602536495.763,0.063,0.125,99.812,0,0
1602536496.763,0.125,0,99.875,0,0
1602536497.763,0.439,0.313,99.248,0,0
1602536498.763,0.125,0,99.812,0.063,0
1602536499.763,0.125,0.063,99.812,0,0
1602536500.763,0.125,0.125,99.750,0,0
1602536501.763,0.125,0.125,99.750,0,0
1602536502.763,0.063,0.125,99.812,0,0
1602536503.763,0.188,0,99.812,0,0
1602536504.763,0.188,0.062,99.750,0,0
1602536505.763,0.188,0.063,99.750,0,0
1602536506.763,0.063,0.125,99.812,0,0
1602536507.763,0.627,0.376,98.558,0.439,0
1602536508.763,0.188,0,99.750,0.063,0
1602536509.763,0.125,0.063,99.812,0,0
1602536510.763,0.250,0,99.750,0,0
1602536511.763,0.188,0.063,99.750,0,0
1602536512.763,0.125,0.125,99.750,0,0
1602536513.763,0.125,0,99.875,0,0
1602536514.763,0.063,0.063,99.875,0,0
1602536515.763,0.250,0.063,99.687,0,0
1602536516.763,0.063,0,99.937,0,0
1602536517.763,0.313,0.438,99.249,0,0
1602536518.763,0.250,0.063,99.625,0.063,0
1602536519.763,0.188,0.063,99.750,0,0
1602536520.763,0.125,0.063,99.812,0,0
1602536521.763,0.125,0.063,99.812,0,0
1602536522.763,0.312,0.125,99.563,0,0
1602536523.763,0.063,0.063,99.875,0,0
1602536524.763,0.125,0,99.875,0,0
1602536525.763,0.250,0,99.750,0,0
1602536526.763,0.125,0,99.875,0,0
1602536527.763,0.688,0.312,99,0,0
1602536528.763,0.250,0.062,99.562,0.125,0
1602536529.763,0.188,0,99.812,0,0
1602536530.763,0.063,0,99.937,0,0
1602536531.763,0.125,0,99.875,0,0
1602536532.763,0.250,0.125,99.625,0,0
1602536533.763,0.188,0,99.812,0,0
1602536534.763,0.125,0,99.875,0,0
1602536535.763,0.188,0.063,99.750,0,0
1602536536.763,0.312,0.125,99.562,0,0
1602536537.763,0.313,0.375,99.312,0,0
1602536538.763,0.188,0.063,99.750,0,0
1602536539.763,0.188,0.063,99.750,0,0
1602536540.763,0.125,0.063,99.812,0,0
1602536541.763,0.125,0.063,99.812,0,0
1602536542.763,0.125,0.188,99.688,0,0
1602536543.763,0.125,0.063,99.812,0,0
1602536544.763,0.125,0.062,99.812,0,0
1602536545.763,0.125,0,99.875,0,0
1602536546.763,0.125,0.125,99.750,0,0
1602536547.763,0.812,0.625,98.562,0,0
1602536548.763,0.188,0.125,99.625,0.062,0
1602536549.763,0.125,0,99.875,0,0
1602536550.763,0.312,0.250,99.438,0,0
1602536551.763,0.125,0,99.875,0,0
1602536552.763,0.125,0.188,99.687,0,0
1602536553.763,0.125,0,99.875,0,0
1602536554.763,0.375,0.063,98.311,1.251,0
1602536555.763,0.125,0.063,99.812,0,0
1602536556.763,0.375,0.125,99.500,0,0
1602536557.763,0.376,0.376,99.248,0,0
1602536558.763,0.188,0.063,99.687,0.063,0
1602536559.763,0.125,0.125,99.750,0,0
1602536560.763,0.188,0.062,99.750,0,0
1602536561.763,0.188,0,99.812,0,0
1602536562.763,0.125,0.063,99.812,0,0
1602536563.763,0.125,0,99.875,0,0
1602536564.763,0.063,0.063,99.875,0,0
1602536565.763,0.188,0.063,99.749,0,0
1602536566.763,0.125,0,99.875,0,0
1602536567.763,0.313,0.313,99.374,0,0
1602536568.763,0.188,0.063,99.750,0,0
1602536569.763,0.125,0,99.875,0,0
1602536570.763,0.125,0,99.875,0,0
1602536571.763,0.125,0.063,99.812,0,0
1602536572.763,0.188,0.063,99.750,0,0
1602536573.763,0.188,0.063,99.750,0,0
1602536574.763,0.188,0,99.812,0,0
1602536575.763,0.188,0.063,99.750,0,0
1602536576.763,0.063,0.063,99.875,0,0
1602536577.763,0.313,0.313,99.373,0,0
1602536578.763,0.125,0.063,99.687,0.125,0
1602536579.763,0.125,0.063,99.812,0,0
1602536580.763,0.125,0.063,99.812,0,0
1602536581.763,0.563,0.063,99.374,0,0
1602536582.763,0.188,0.063,99.750,0,0
1602536583.763,0.063,0.063,99.875,0,0
1602536584.763,0.125,0.063,99.812,0,0
1602536585.763,0.188,0,99.812,0,0
1602536586.763,0.063,0.063,99.875,0,0
1602536587.763,0.313,0.251,99.436,0,0
1602536588.763,0.313,0,99.625,0.063,0
1602536589.763,0.125,0,99.875,0,0
1602536590.763,0.063,0.063,99.875,0,0
1602536591.763,0.125,0.063,99.812,0,0
1602536592.763,0.188,0.125,99.687,0,0
1602536593.763,0.125,0.063,99.812,0,0
1602536594.763,0.437,0,99.563,0,0
1602536595.763,0.125,0.063,99.812,0,0
1602536596.763,0.125,0.125,99.750,0,0
1602536597.763,0.313,0.438,99.250,0,0
1602536598.763,0.188,0,99.749,0.063,0
1602536599.763,0.125,0.125,99.750,0,0
1602536600.763,0.125,0.063,99.812,0,0
1602536601.763,0.125,0.063,99.812,0,0
1602536602.763,0.125,0.125,99.750,0,0
1602536603.763,0.125,0.125,99.750,0,0
1602536604.763,0.125,0.062,99.812,0,0
1602536605.763,0.564,0.063,99.373,0,0
1602536606.763,0.063,0.125,99.812,0,0
1602536607.763,0.564,0.439,98.997,0,0
1602536608.763,0.125,0.063,99.750,0.063,0
1602536609.763,0.063,0.063,99.875,0,0
1602536610.763,0.188,0.125,99.687,0,0
1602536611.763,0.063,0,99.937,0,0
1602536612.763,0.250,0.188,99.562,0,0
1602536613.763,0.125,0,99.875,0,0
1602536614.763,0.125,0.062,99.812,0,0
1602536615.763,0.125,0.125,99.750,0,0
1602536616.763,0.125,0.063,99.812,0,0
1602536617.763,0.500,0.312,99.188,0,0
1602536618.763,0.188,0.063,99.687,0.063,0
1602536619.763,0.125,0,99.875,0,0
1602536620.763,0.125,0.063,99.812,0,0
1602536621.763,0.063,0.063,99.875,0,0
1602536622.763,0.188,0.125,99.687,0,0
1602536623.763,0.188,0.062,99.750,0,0
1602536624.763,0.188,0,99.812,0,0
1602536625.763,0.561,0.312,99.127,0,0
1602536626.763,0.125,0.063,99.812,0,0
1602536627.763,0.375,0.313,99.312,0,0
1602536628.763,0.500,0.188,98.186,1.126,0
1602536629.763,0.125,0,99.875,0,0
1602536630.763,0.125,0.063,99.812,0,0
1602536631.763,0.188,0.063,99.750,0,0
1602536632.763,0.562,0.062,99.375,0,0
1602536633.763,0.063,0.063,99.875,0,0
1602536634.763,0.063,0,99.937,0,0
1602536635.763,0.125,0.063,99.812,0,0
1602536636.763,0.125,0.063,99.812,0,0
1602536637.763,0.376,0.188,99.436,0,0
1602536638.763,0.125,0.063,99.750,0.063,0
1602536639.763,0.188,0.125,99.625,0,0.062
1602536640.763,0.063,0.063,99.875,0,0
1602536641.763,0.188,0,99.812,0,0
1602536642.763,0.250,0.063,99.687,0,0
1602536643.763,0.125,0,99.875,0,0
1602536644.763,0.188,0.125,99.688,0,0
1602536645.763,0.188,0,99.812,0,0
1602536646.763,0.125,0.063,99.812,0,0
1602536647.763,0.250,0.438,99.312,0,0
1602536648.763,0.125,0,99.875,0,0
1602536649.763,0.125,0.063,99.812,0,0
1602536650.763,0.188,0.063,99.750,0,0
1602536651.763,0.063,0.063,99.875,0,0
1602536652.763,0.250,0.063,99.687,0,0
1602536653.763,0.188,0.063,99.749,0,0
1602536654.763,0.125,0.063,99.812,0,0
1602536655.763,0.125,0.125,99.750,0,0
1602536656.763,0.125,0.063,99.812,0,0
1602536657.763,0.438,0.250,99.312,0,0
1602536658.763,0.125,0,99.875,0,0
1602536659.763,0.250,0.063,99.625,0.063,0
1602536660.763,0.125,0,99.875,0,0
1602536661.763,0.188,0.063,99.750,0,0
1602536662.763,0.250,0.063,99.687,0,0
1602536663.763,0.437,0.125,99.438,0,0
1602536664.763,0.125,0.063,99.812,0,0
1602536665.763,0.250,0,99.750,0,0
1602536666.763,0.125,0.062,99.812,0,0
1602536667.763,0.438,0.501,99.061,0,0
1602536668.763,0.188,0,99.812,0,0
1602536669.763,0.813,0.250,98.874,0.063,0
1602536670.763,0,0.250,99.750,0,0
1602536671.763,0.125,0.063,99.812,0,0
1602536672.763,0.188,0.125,99.687,0,0
1602536673.763,0.125,0,99.875,0,0
1602536674.763,0.125,0.063,99.625,0.188,0
1602536675.763,0.313,0.063,99.374,0.250,0
1602536676.763,0.063,0.063,99.875,0,0
1602536677.763,0.314,0.377,99.309,0,0
1602536678.763,0.815,0.063,99.123,0,0
1602536679.763,0.250,0.063,99.625,0.063,0
1602536680.763,0.063,0.063,99.875,0,0
1602536681.763,0.125,0,99.875,0,0
1602536682.763,0.188,0.125,99.687,0,0
1602536683.763,0.125,0.063,99.812,0,0
1602536684.763,0.063,0.125,99.812,0,0
1602536685.763,0.250,0.125,99.624,0,0
1602536686.763,0.125,0.063,99.812,0,0
1602536687.763,0.188,0.376,99.436,0,0
1602536688.763,0.063,0.063,99.875,0,0
1602536689.763,0.250,0.125,99.562,0.062,0
1602536690.763,0.125,0,99.875,0,0
1602536691.763,0.814,0.063,99.123,0,0
1602536692.763,0.125,0.188,99.687,0,0
1602536693.763,0.313,0.376,99.311,0,0
